id,recorded_type,recorded_date,recorded_amount,recorded_approver,recorded_preparer,recorded_payment/receipt_status,recorded_payment_method,recorded_cost_per_unit,supplier_id,supplier_name,product_id,recorded_product_name,recorded_quantity,recorded_unit_price,recorded_receive_method,recorded_customer_id,recorded_tax_amount,recorded_after_tax_amount,recorded_cost_amount,recorded_profit,invoice,risk_issues
Interest20240120020,Interest Receivables,2024-01-20,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 20, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240121064,Sale,2024-01-21,6265.88,,,Paid,,880.0,,,F003,Deluxe Meal Set,4.0,1566.47,Cash,C013,313.29,5952.59,3520.0,2745.88,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $1566.47, totaling $6265.88. The cost amount for this transaction was $3520.00, with a tax amount of $313.29, leading to a total amount due of $5952.59. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240121065,Sale,2024-01-21,1066.25,,,Unpaid,,150.0,,,F001,Quick Meal Set,5.0,213.25,Account Receviable,C020,53.31,1012.94,750.0,316.25,"On January 21, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $213.25, totaling $1066.25. The cost amount for this transaction was $750.00, with a tax amount of $53.31, leading to a total amount due of $1012.94. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240121066,Sale,2024-01-21,30651.96,,,Paid,,5000.0,,,R003,Luxury Suite,4.0,7662.99,Cash,C012,1532.6,29119.36,20000.0,10651.96,"On January 21, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $7662.99, totaling $30651.96. The cost amount for this transaction was $20000.00, with a tax amount of $1532.60, leading to a total amount due of $29119.36. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240121001,Sales Expenses,2024-01-21,620.81,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Sales Expenses, totaling $620.81. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240121001,Administrative Expenses,2024-01-21,981.16,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 21, 2024, an invoice was issued for a Administrative Expenses, totaling $981.16. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240121021,Interest Receivables,2024-01-21,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 21, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240122068,Sale,2024-01-22,10155.39,,,Unpaid,,2000.0,,,R002,Business Room,3.0,3385.13,Account Receviable,C007,507.77,9647.62,6000.0,4155.39,"On January 22, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3385.13, totaling $10155.39. The cost amount for this transaction was $6000.00, with a tax amount of $507.77, leading to a total amount due of $9647.62. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240122069,Sale,2024-01-22,5176.28,,,Unpaid,,1500.0,,,R001,Standard Room,2.0,2588.14,Account Receviable,C014,258.81,4917.47,3000.0,2176.28,"On January 22, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2588.14, totaling $5176.28. The cost amount for this transaction was $3000.00, with a tax amount of $258.81, leading to a total amount due of $4917.47. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240122001,Administrative Expenses,2024-01-22,331.9,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Administrative Expenses, totaling $331.90. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240122001,Sales Expenses,2024-01-22,322.6,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 22, 2024, an invoice was issued for a Sales Expenses, totaling $322.60. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240122022,Interest Receivables,2024-01-22,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 22, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240123071,Sale,2024-01-23,16475.05,,,Paid,,2000.0,,,R002,Business Room,5.0,3295.01,Cash,C005,823.75,15651.3,10000.0,6475.05,"On January 23, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3295.01, totaling $16475.05. The cost amount for this transaction was $10000.00, with a tax amount of $823.75, leading to a total amount due of $15651.30. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240123072,Sale,2024-01-23,2425.83,,,Paid,,1500.0,,,R001,Standard Room,1.0,2425.83,Cash,C009,121.29,2304.54,1500.0,925.83,"On January 23, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $2425.83, totaling $2425.83. The cost amount for this transaction was $1500.00, with a tax amount of $121.29, leading to a total amount due of $2304.54. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240123001,Financial Expenses,2024-01-23,837.85,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Financial Expenses, totaling $837.85. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240123001,Administrative Expenses,2024-01-23,515.36,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 23, 2024, an invoice was issued for a Administrative Expenses, totaling $515.36. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240123023,Interest Receivables,2024-01-23,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 23, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240124073,Sale,2024-01-24,5978.94,,,Unpaid,,2000.0,,,R002,Business Room,2.0,2989.47,Account Receviable,C014,298.95,5679.99,4000.0,1978.94,"On January 24, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2989.47, totaling $5978.94. The cost amount for this transaction was $4000.00, with a tax amount of $298.95, leading to a total amount due of $5679.99. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240124074,Sale,2024-01-24,4289.79,,,Paid,,2880.0,,,F004,Banquet Set,1.0,4289.79,Cash,C018,214.49,4075.3,2880.0,1409.79,"On January 24, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $4289.79, totaling $4289.79. The cost amount for this transaction was $2880.00, with a tax amount of $214.49, leading to a total amount due of $4075.30. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231023,Purchase,2023-12-31,358500.0,Director,Executive Director,Unpaid,Account Payable,1500.0,S007,Supplier 7,R001,Standard Room,239.0,1500.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 239.0 units at a unit price of $1500.00, totaling $358500.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S007, and the supplier name is Supplier 7.",
Expense20240124001,Sales Expenses,2024-01-24,119.55,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $119.55. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240124001,Sales Expenses,2024-01-24,442.56,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 24, 2024, an invoice was issued for a Sales Expenses, totaling $442.56. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240124024,Interest Receivables,2024-01-24,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 24, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240125077,Sale,2024-01-25,17006.35,,,Unpaid,,2000.0,,,R002,Business Room,5.0,3401.27,Account Receviable,C020,850.32,16156.03,10000.0,7006.35,"On January 25, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $3401.27, totaling $17006.35. The cost amount for this transaction was $10000.00, with a tax amount of $850.32, leading to a total amount due of $16156.03. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240125078,Sale,2024-01-25,215.02,,,Unpaid,,150.0,,,F001,Quick Meal Set,1.0,215.02,Account Receviable,C003,10.75,204.27,150.0,65.02,"On January 25, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $215.02, totaling $215.02. The cost amount for this transaction was $150.00, with a tax amount of $10.75, leading to a total amount due of $204.27. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240125079,Sale,2024-01-25,5165.46,,,Unpaid,,1500.0,,,R001,Standard Room,2.0,2582.73,Account Receviable,C008,258.27,4907.19,3000.0,2165.46,"On January 25, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $2582.73, totaling $5165.46. The cost amount for this transaction was $3000.00, with a tax amount of $258.27, leading to a total amount due of $4907.19. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240125001,Sales Expenses,2024-01-25,856.79,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 25, 2024, an invoice was issued for a Sales Expenses, totaling $856.79. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240125025,Interest Receivables,2024-01-25,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 25, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240126081,Sale,2024-01-26,6102.3,,,Paid,,1500.0,,,R001,Standard Room,3.0,2034.1,Cash,C008,305.12,5797.18,4500.0,1602.3,"On January 26, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2034.10, totaling $6102.30. The cost amount for this transaction was $4500.00, with a tax amount of $305.12, leading to a total amount due of $5797.18. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126082,Sale,2024-01-26,6344.9,,,Paid,,880.0,,,F003,Deluxe Meal Set,5.0,1268.98,Cash,C005,317.25,6027.65,4400.0,1944.9,"On January 26, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $1268.98, totaling $6344.90. The cost amount for this transaction was $4400.00, with a tax amount of $317.25, leading to a total amount due of $6027.65. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126083,Sale,2024-01-26,8393.83,,,Paid,,5000.0,,,R003,Luxury Suite,1.0,8393.83,Cash,C017,419.69,7974.14,5000.0,3393.83,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $8393.83, totaling $8393.83. The cost amount for this transaction was $5000.00, with a tax amount of $419.69, leading to a total amount due of $7974.14. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240126084,Sale,2024-01-26,1400.57,,,Paid,,880.0,,,F003,Deluxe Meal Set,1.0,1400.57,Cash,C006,70.03,1330.54,880.0,520.57,"On January 26, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $1400.57, totaling $1400.57. The cost amount for this transaction was $880.00, with a tax amount of $70.03, leading to a total amount due of $1330.54. The receive_method of this transaction was cash, and this transaction was paid.",
Purchase20231231024,Purchase,2023-12-31,402000.0,Director,Executive Director,Unpaid,Account Payable,1500.0,S006,Supplier 6,R001,Standard Room,268.0,1500.0,,,,,,,"On December 31, 2023, an invoice was issued for a Purchase, consisting of 268.0 units at a unit price of $1500.00, totaling $402000.00. The payment_method of this transaction was account payable, and this transaction was unpaid. This transaction was prepared by Executive Director, and the approver is Director. The supplier ID is S006, and the supplier name is Supplier 6.",
Expense20240126001,Financial Expenses,2024-01-26,996.8,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 26, 2024, an invoice was issued for a Financial Expenses, totaling $996.80. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240126026,Interest Receivables,2024-01-26,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 26, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240127085,Sale,2024-01-27,6749.42,,,Paid,,2000.0,,,R002,Business Room,2.0,3374.71,Cash,C006,337.47,6411.95,4000.0,2749.42,"On January 27, 2024, an invoice was issued for a Sale, consisting of 2.0 units at a unit price of $3374.71, totaling $6749.42. The cost amount for this transaction was $4000.00, with a tax amount of $337.47, leading to a total amount due of $6411.95. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240127086,Sale,2024-01-27,13838.55,,,Paid,,2000.0,,,R002,Business Room,5.0,2767.71,Cash,C020,691.93,13146.62,10000.0,3838.55,"On January 27, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2767.71, totaling $13838.55. The cost amount for this transaction was $10000.00, with a tax amount of $691.93, leading to a total amount due of $13146.62. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240127001,Administrative Expenses,2024-01-27,390.98,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Administrative Expenses, totaling $390.98. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240127001,Sales Expenses,2024-01-27,141.49,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 27, 2024, an invoice was issued for a Sales Expenses, totaling $141.49. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240127027,Interest Receivables,2024-01-27,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 27, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240128088,Sale,2024-01-28,23080.35,,,Unpaid,,2880.0,,,F004,Banquet Set,5.0,4616.07,Account Receviable,C005,1154.02,21926.33,14400.0,8680.35,"On January 28, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $4616.07, totaling $23080.35. The cost amount for this transaction was $14400.00, with a tax amount of $1154.02, leading to a total amount due of $21926.33. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240128089,Sale,2024-01-28,218.96,,,Paid,,150.0,,,F001,Quick Meal Set,1.0,218.96,Cash,C013,10.95,208.01,150.0,68.96,"On January 28, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $218.96, totaling $218.96. The cost amount for this transaction was $150.00, with a tax amount of $10.95, leading to a total amount due of $208.01. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240128001,Sales Expenses,2024-01-28,254.17,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Sales Expenses, totaling $254.17. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240128001,Administrative Expenses,2024-01-28,963.05,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 28, 2024, an invoice was issued for a Administrative Expenses, totaling $963.05. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240128028,Interest Receivables,2024-01-28,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 28, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240129091,Sale,2024-01-29,16030.2,,,Unpaid,,2880.0,,,F004,Banquet Set,4.0,4007.55,Account Receviable,C006,801.51,15228.69,11520.0,4510.2,"On January 29, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $4007.55, totaling $16030.20. The cost amount for this transaction was $11520.00, with a tax amount of $801.51, leading to a total amount due of $15228.69. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240129092,Sale,2024-01-29,1779.78,,,Paid,,350.0,,,F002,Business Meal Set,3.0,593.26,Cash,C003,88.99,1690.79,1050.0,729.78,"On January 29, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $593.26, totaling $1779.78. The cost amount for this transaction was $1050.00, with a tax amount of $88.99, leading to a total amount due of $1690.79. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240129093,Sale,2024-01-29,30488.0,,,Paid,,5000.0,,,R003,Luxury Suite,4.0,7622.0,Cash,C015,1524.4,28963.6,20000.0,10488.0,"On January 29, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $7622.00, totaling $30488.00. The cost amount for this transaction was $20000.00, with a tax amount of $1524.40, leading to a total amount due of $28963.60. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240129001,Administrative Expenses,2024-01-29,627.15,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $627.15. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Expense20240129001,Administrative Expenses,2024-01-29,568.28,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On January 29, 2024, an invoice was issued for a Administrative Expenses, totaling $568.28. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Interest20240129029,Interest Receivables,2024-01-29,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 29, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240130094,Sale,2024-01-30,220.75,,,Unpaid,,150.0,,,F001,Quick Meal Set,1.0,220.75,Account Receviable,C019,11.04,209.71,150.0,70.75,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $220.75, totaling $220.75. The cost amount for this transaction was $150.00, with a tax amount of $11.04, leading to a total amount due of $209.71. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240130095,Sale,2024-01-30,826.28,,,Unpaid,,150.0,,,F001,Quick Meal Set,4.0,206.57,Account Receviable,C005,41.31,784.97,600.0,226.28,"On January 30, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $206.57, totaling $826.28. The cost amount for this transaction was $600.00, with a tax amount of $41.31, leading to a total amount due of $784.97. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240130096,Sale,2024-01-30,215.04,,,Unpaid,,150.0,,,F001,Quick Meal Set,1.0,215.04,Account Receviable,C004,10.75,204.29,150.0,65.04,"On January 30, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $215.04, totaling $215.04. The cost amount for this transaction was $150.00, with a tax amount of $10.75, leading to a total amount due of $204.29. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Expense20240130001,Administrative Expenses,2024-01-30,999.53,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $999.53. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240130001,Administrative Expenses,2024-01-30,675.11,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 30, 2024, an invoice was issued for a Administrative Expenses, totaling $675.11. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240130030,Interest Receivables,2024-01-30,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 30, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240131097,Sale,2024-01-31,10896.0,,,Unpaid,,1500.0,,,R001,Standard Room,5.0,2179.2,Account Receviable,C009,544.8,10351.2,7500.0,3396.0,"On January 31, 2024, an invoice was issued for a Sale, consisting of 5.0 units at a unit price of $2179.20, totaling $10896.00. The cost amount for this transaction was $7500.00, with a tax amount of $544.80, leading to a total amount due of $10351.20. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131098,Sale,2024-01-31,9026.82,,,Unpaid,,2000.0,,,R002,Business Room,3.0,3008.94,Account Receviable,C014,451.34,8575.48,6000.0,3026.82,"On January 31, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $3008.94, totaling $9026.82. The cost amount for this transaction was $6000.00, with a tax amount of $451.34, leading to a total amount due of $8575.48. The receive_method of this transaction was account receviable, and this transaction was unpaid.",
Sale20240131099,Sale,2024-01-31,246.44,,,Paid,,150.0,,,F001,Quick Meal Set,1.0,246.44,Cash,C005,12.32,234.12,150.0,96.44,"On January 31, 2024, an invoice was issued for a Sale, consisting of 1.0 units at a unit price of $246.44, totaling $246.44. The cost amount for this transaction was $150.00, with a tax amount of $12.32, leading to a total amount due of $234.12. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240131100,Sale,2024-01-31,703.23,,,Paid,,150.0,,,F001,Quick Meal Set,3.0,234.41,Cash,C007,35.16,668.07,450.0,253.23,"On January 31, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $234.41, totaling $703.23. The cost amount for this transaction was $450.00, with a tax amount of $35.16, leading to a total amount due of $668.07. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240131001,Administrative Expenses,2024-01-31,912.23,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Administrative Expenses, totaling $912.23. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Expense20240131001,Sales Expenses,2024-01-31,354.57,Director,Executive Director,Paid,Cash,,,,,,,,,,,,,,"On January 31, 2024, an invoice was issued for a Sales Expenses, totaling $354.57. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Executive Director, and the approver is Director.",
Interest20240131031,Interest Receivables,2024-01-31,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On January 31, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
Sale20240201102,Sale,2024-02-01,849.2,,,Paid,,150.0,,,F001,Quick Meal Set,4.0,212.3,Cash,C016,42.46,806.74,600.0,249.2,"On February 01, 2024, an invoice was issued for a Sale, consisting of 4.0 units at a unit price of $212.30, totaling $849.20. The cost amount for this transaction was $600.00, with a tax amount of $42.46, leading to a total amount due of $806.74. The receive_method of this transaction was cash, and this transaction was paid.",
Sale20240201103,Sale,2024-02-01,8016.54,,,Paid,,2000.0,,,R002,Business Room,3.0,2672.18,Cash,C009,400.83,7615.71,6000.0,2016.54,"On February 01, 2024, an invoice was issued for a Sale, consisting of 3.0 units at a unit price of $2672.18, totaling $8016.54. The cost amount for this transaction was $6000.00, with a tax amount of $400.83, leading to a total amount due of $7615.71. The receive_method of this transaction was cash, and this transaction was paid.",
Expense20240201001,Administrative Expenses,2024-02-01,388.86,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $388.86. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Manager, and the approver is Director.",
Expense20240201001,Administrative Expenses,2024-02-01,537.74,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Administrative Expenses, totaling $537.74. The payment_method of this transaction was cash, and this transaction was paid. This transaction was prepared by Senior Supervisor, and the approver is Director.",
Depreciation20240201002,Depreciation,2024-02-01,45755.86,,,,,,,,,,,,,,,,,,"On February 01, 2024, an invoice was issued for a Depreciation, totaling $45755.86.",
Interest20240201032,Interest Receivables,2024-02-01,240.16,,,Unpaid,,,,,,,,,Interest receviable,,,,,,"On February 01, 2024, an invoice was issued for a Interest Receivables, totaling $240.16. The receive_method of this transaction was interest receviable, and this transaction was unpaid.",
